raceId,driverId,constructorId,statusId,circuitId,date,driverRef,number,code,constructorRef,circuitRef,lap,position_x,time,position_y,status,position
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,56,2,0 days 00:01:31.490000,1,Finished,2
1126,830,9,1,79,2024-05-05,max_verstappen,33,VER,red_bull,miami,57,2,0 days 00:01:31.699000,1,Finished,2
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,1,5,0 days 00:01:38.282000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,2,5,0 days 00:01:33.181000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,3,5,0 days 00:01:33.521000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,4,5,0 days 00:01:33.425000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,5,5,0 days 00:01:33.318000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,6,5,0 days 00:01:33.198000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,7,5,0 days 00:01:33.175000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,8,5,0 days 00:01:33.147000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,9,5,0 days 00:01:33.490000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,10,5,0 days 00:01:33.579000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,11,5,0 days 00:01:33.532000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,12,5,0 days 00:01:33.755000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,13,5,0 days 00:01:33.971000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,14,5,0 days 00:01:33.832000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,15,5,0 days 00:01:33.337000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,16,5,0 days 00:01:33.174000,4,Finished,5
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,17,6,0 days 00:01:38.985000,4,Finished,6
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,18,10,0 days 00:01:46.549000,4,Finished,10
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,19,9,0 days 00:01:33.159000,4,Finished,9
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,20,9,0 days 00:01:33.069000,4,Finished,9
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,21,9,0 days 00:01:32.753000,4,Finished,9
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,22,9,0 days 00:01:32.852000,4,Finished,9
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,23,9,0 days 00:01:47.989000,4,Finished,9
1126,815,9,1,79,2024-05-05,perez,11,PER,red_bull,miami,24,7,0 days 00:01:32.386000,4,Finished,7
